"Company","Parent Company","Penalty Amount","Subtraction From Penalty","Penalty Amount Adjusted For Eliminating Multiple Counting","Penalty Year","Penalty Date","Offense Group","Primary Offense","Secondary Offense","Description","Level of Government","Action Type","Agency","Civil/Criminal","Prosecution Agreement","Court","Case ID","Private Litigation Case Title","Lawsuit Resolution","Facility State","City","Address","Zip","NAICS Code","NAICS Translation","HQ Country of Parent","HQ State of Parent","Ownership Structure","Parent Company Stock Ticker","Major Industry of Parent","Specific Industry of Parent","Info Source","Notes"
"UnitedHealthcare Insurance Company","UnitedHealth Group","$6,000","$0","$6,000","2017","20170427","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/enf-orders-2017/UHC%20IRO%20Consent%20Order%20SSig.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$44,000","$0","$44,000","2017","20170427","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/enf-orders-2017/UHC%20PDD%20Consent%20Order%20SSig.pdf",""
"UnitedHealthcare Insurance Company and United Behavioral Health","UnitedHealth Group","$30,000","$0","$30,000","2019","20190821","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/enf-orders-2019/UHC%20Consent%20Order%20SSig.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$1,800,000","$0","$1,800,000","2019","20191104","consumer-protection-related offenses","insurance violation","","UnitedHealthcare was ordered to pay a $1 million penalty for mental health coverage violations and it agreed to spend $800,000 on a public outreach campaign to educate consumers about their mental health and substance abuse benefits.","state","agency action","Pennsylvania Insurance Department","civil","","","","","","Pennsylvania","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.media.pa.gov/Pages/Insurance-Details.aspx?newsid=405",""
"United Healthcare of New England Inc.","UnitedHealth Group","$67,500","$0","$67,500","2007","20070305","consumer-protection-related offenses","insurance violation","","","state","agency action","Rhode Island Office of the Health Insurance Commissioner","civil","","","","","","Rhode Island","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://www.ohic.ri.gov/documents/03_2007-UHC-Market-Conduct-Order.pdf",""
"The MEGA Life and Health Insurance Company","UnitedHealth Group","$225,000","$0","$225,000","2011","20111011","consumer-protection-related offenses","insurance violation","","improper use of medical underwriting, improper fees and other violations","state","agency action","Rhode Island Office of the Health Insurance Commissioner","civil","","","","","","Rhode Island","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://www.ohic.ri.gov/documents/Market-conduct-final-order-MEGA-Oct-2011.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$10,000","$0","$10,000","2018","20180531","consumer-protection-related offenses","insurance violation","","","state","agency action","Rhode Island Office of the Health Insurance Commissioner","civil","","","","","","Rhode Island","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://www.ohic.ri.gov/documents/06.2018-UHC-Consent-Agreement-OHIC-2018-2.pdf",""
"PacifiCare Life and Health Insurance Company","UnitedHealth Group","$10,000","$0","$10,000","2015","20151105","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20154176.pdf",""
"Unitedhealthcare Benefits of Texas, Inc.","UnitedHealth Group","$90,000","$0","$90,000","2016","20161121","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20164800.pdf",""
"Unitedhealthcare Community Plan of Texas, LLC","UnitedHealth Group","$15,000","$0","$15,000","2017","20170831","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","Houston","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20175203.pdf",""
"OptumHealth Care Solutions, LLC","UnitedHealth Group","$50,000","$0","$50,000","2018","20180918","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20185635.pdf",""
"OptumRX, Inc.","UnitedHealth Group","$75,000","$0","$75,000","2018","20180918","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20185634.pdf",""
"UnitedHealthcare of Texas, Inc.","UnitedHealth Group","$175,000","$0","$175,000","2018","20181105","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20185695.pdf",""
"United Behavioral Health","UnitedHealth Group","$25,000","$0","$25,000","2018","20181228","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20185826.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$125,000","$0","$125,000","2019","20190416","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20195936.pdf",""
"UnitedHealthcare of Utah Inc.","UnitedHealth Group","$39,750","$0","$39,750","2020","20200214","consumer-protection-related offenses","insurance violation","","attempting to recover claims beyond the allowed time period","state","agency action","Utah Insurance Department","civil","","","","","","Utah","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.utah.gov/wp-content/uploads/4192Order.pdf",""
"OPTIMUM CHOICE INC","UnitedHealth Group","$49,000","$0","$49,000","2001","20010501","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2001-00090","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch#/caseDetails/112242",""
"UNITED HEALTHCARE OF VA INC","UnitedHealth Group","$13,000","$0","$13,000","2002","20020222","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2002-00038","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch#/caseDetails/112502",""
"GOLDEN RULE INSURANCE COMPANY","UnitedHealth Group","$12,000","$0","$12,000","2002","20020711","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2002-00149","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/g%24k01!.PDF",""
"OPTIMUM CHOICE, INC.","UnitedHealth Group","$15,000","$0","$15,000","2003","20030606","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00067","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/p1001!.PDF",""
"MAMSI LIFE & HEALTH INSURANCE","UnitedHealth Group","$5,000","$0","$5,000","2003","20030606","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00068","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/p1101!.PDF",""
"FREEDOM LIFE INSURANCE CO OF AMERICA","UnitedHealth Group","$15,000","$0","$15,000","2003","20030612","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00093","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/p5z01!.PDF",""
"UNITED HEALTH CARE OF THE MID-ATLANTIC","UnitedHealth Group","$60,000","$0","$60,000","2003","20030619","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00100","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/pd601!.PDF",""
"UNITED HEALTHCARE INSURANCE CO","UnitedHealth Group","$20,000","$0","$20,000","2003","20030714","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2003-00121","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/pss01!.PDF",""
"OPTIMUM CHOICE, INC.","UnitedHealth Group","$15,000","$0","$15,000","2005","20050413","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2005-00035","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/14xx01!.PDF",""
"OPTIMUM CHOICE, INC.","UnitedHealth Group","$50,000","$0","$50,000","2005","20050926","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2005-00181","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/189%2301!.PDF",""
"United Healthcare of the Mid-Atlantic, Inc.","UnitedHealth Group","$5,000","$0","$5,000","2006","20060615","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2006-00133","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1cm701!.PDF",""
"MAMSI LIFE AND HEALTH INSURANCE CO","UnitedHealth Group","$133,000","$0","$133,000","2007","20070222","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2006-00229","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1gn901!.PDF",""
"GOLDEN RULE INSURANCE COMPANY","UnitedHealth Group","$12,000","$0","$12,000","2008","20080109","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2007-00359","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1n7701!.PDF",""
"MAMSI LIFE & HEALTH INS. ET AL","UnitedHealth Group","$25,000","$0","$25,000","2008","20080521","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2007-00084","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1pnk01!.PDF",""
"UNITED HEALTH CARE OF THE MID-ATLANTIC","UnitedHealth Group","$64,000","$0","$64,000","2008","20080528","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2008-00063","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1ptx01!.PDF",""
"OPTIMUM CHOICE, INC.","UnitedHealth Group","$30,000","$0","$30,000","2009","20090605","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2009-00074","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/1wr201!.PDF",""
"OPTIMUM CHOICE, INC.","UnitedHealth Group","$7,500","$0","$7,500","2012","20120112","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2011-00234","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/2lfy01!.PDF",""
"UNITEDHEALTHCARE INSURANCE CO.","UnitedHealth Group","$130,000","$0","$130,000","2014","20140912","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2014-00173","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/2z3v01!.PDF",""
"UNITED HEALTHCARE INSURANCE CO","UnitedHealth Group","$79,000","$0","$79,000","2017","20170301","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2017-00002","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/3dms01!.PDF",""
"OPTIMUM CHOICE, INC.","UnitedHealth Group","$49,000","$0","$49,000","2017","20170301","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","INS-2016-00221","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://scc.virginia.gov/docketsearch/DOCS/3dmq01!.PDF",""
"Freedom Life Insurance Company of America","UnitedHealth Group","$6,300","$0","$6,300","2019","20190124","consumer-protection-related offenses","insurance violation","","","state","agency action","Virginia Bureau of Insurance","civil","","","","","","Virginia","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://www.scc.virginia.gov/docketsearch/DOCS/4%230k01!.PDF",""
"Unitedhealthcare Insurance Company","UnitedHealth Group","$26,000","$0","$26,000","2011","20110815","consumer-protection-related offenses","insurance violation","","Fine levied for misdirecting enrollees who wished to obtain review by an IRO to the OIC rather than initiating the review. RCW 48.05.185; RCW 48.43.535; RCW 48.43.530(5)(g); WAC 284-43-630","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Pacificare Of Washington Inc","UnitedHealth Group","$400,000","$0","$400,000","2012","20121030","consumer-protection-related offenses","insurance violation","","Imposition of fine pursuant to RCW 48.44.160, RCW 48.44.166 for violation of RCW 48.31C.050 by illegally paying royalties to parent company within holding company system, Pacificare summary judgment motion denied, proceedings terminated","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Unitedhealthcare Insurance Company","UnitedHealth Group","$10,000","$0","$10,000","2013","20130226","consumer-protection-related offenses","insurance violation","","Fine levied for failing to provide such information to the custodial parent as may be necessary for the child to obtain benefits through that coverage; and Failing to respond promptly to the inquiry of the Commissioner. RCW 48.01.235(2)(a); WAC 284-30-650","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Mega Life And Health Insurance Company","UnitedHealth Group","$5,000","$0","$5,000","2015","20150804","consumer-protection-related offenses","insurance violation","","Fine levied for company improperly denying 17 Washington accident claims that policyholders submitted due to a computer programming error that caused the Company to deny claims filed over 30 days, rather than 365 days. RCW 48.30.010 WAC 284-30-620","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Unitedhealthcare Of Washington Inc","UnitedHealth Group","$10,000","$0","$10,000","2017","20170629","consumer-protection-related offenses","insurance violation","","Fine levied for failing to make its decision regarding an appeal within thirty days of the date the appeal is received, and by failing to respond as expeditiously as possible to an expedited review request. RCW 48.43.530(5)(c); WAC 284-43-3170(4).","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Unitedhealthcare Of Washington Inc","UnitedHealth Group","$50,000","$0","$50,000","2018","20180913","consumer-protection-related offenses","insurance violation","","$50,000 fine levied for improperly denying women's health services to 276 Washington consumers, for failing to process an oral complaint from a Washington consumer regarding the denial of benefits, and for failing to respond to a Washington consumer's two (2) appeals of an adverse benefit determinat...","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Unitedhealthcare Of Washington Inc","UnitedHealth Group","$30,000","$0","$30,000","2019","20191031","consumer-protection-related offenses","insurance violation","","$30,000 fine levied for failing to maintain a log of grievances that tracks complaints, describes the nature of the complaints and the Company's responses thereto, failing to provide a full and complete appeals log, failing to afford medical providers five (5) calendar days to submit information the...","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"Unitedhealthcare Of Washington Inc","UnitedHealth Group","$5,000","$0","$5,000","2020","20200109","consumer-protection-related offenses","insurance violation","","$5,000 fine levied for failing to use its legal name in 297 correspondences to insureds and providers. RCW 48.05.190(1); RCW 48.30.010(1); WAC 284-30-670.","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord",""
"UnitedHealthcare of Wisconsin, Inc.","UnitedHealth Group","$15,000","$0","$15,000","2003","20030201","consumer-protection-related offenses","insurance violation","","","state","agency action","Wisconsin Office of the Commissioner of Insurance","civil","","","","","","Wisconsin","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://ociaccess.oci.wi.gov/orders/03c28223.pdf",""
"UnitedHealthcare of Wisconsin, Inc. et al.","UnitedHealth Group","$600,000","$0","$600,000","2006","20060701","consumer-protection-related offenses","insurance violation","","UnitedHealthcare of Wisconsin, Midwest Security Life Insurance Co. and Unimerica Insurance Co. agreed to pay $600,000 in settlement of allegations they failed to comply with state insurance laws.","state","agency action","Wisconsin Office of the Commissioner of Insurance","civil","","","","","","Wisconsin","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://ociaccess.oci.wi.gov/orders/05c29795.pdf",""
"Unimerica Insurance Co.","UnitedHealth Group","$16,000","$0","$16,000","2008","20081101","consumer-protection-related offenses","insurance violation","","","state","agency action","Wisconsin Office of the Commissioner of Insurance","civil","","","","","","Wisconsin","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://ociaccess.oci.wi.gov/orders/08c31478.pdf",""
"UnitedHealthcare of Wisconsin, Inc.","UnitedHealth Group","$54,000","$0","$54,000","2012","20120801","consumer-protection-related offenses","insurance violation","","","state","agency action","Wisconsin Office of the Commissioner of Insurance","civil","","","","","","Wisconsin","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://ociaccess.oci.wi.gov/orders/10c33189.pdf",""
"Golden Rule Insurance Company","UnitedHealth Group","$600,000","$0","$600,000","2002","20020618","consumer-protection-related offenses","insurance violation","","Golden Rule agreed to pay forfeitures of $275,000 and $385,000 in penalties for lack of cooperation to a group of states to resolve alleged violations in its advertising practices.","state","agency action","Multistate Financial  Regulators Case","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://ociaccess.oci.wi.gov/orders/02c27764.pdf",""
"HealthMarkets Inc.","UnitedHealth Group","$20,000,000","$0","$20,000,000","2008","20080724","consumer-protection-related offenses","insurance violation","","HealthMarkets agreed to pay $20 million to a group of state following a three-year investigation which found multiple problems involving consumer disclosure, oversight and training of agents, claims handling and complaint-handling practices.","state","agency action","Multistate Financial  Regulators Case","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","$20 MILLION FINE LEVIED AGAINST INSURER TO SETTLE MISCONDUCT PROBE, US States News, July 24, 2008 (via Nexis).",""
"MEGA Life and Health Insurance Company et al.","UnitedHealth Group","$20,000,000","$0","$20,000,000","2008","20080529","consumer-protection-related offenses","insurance violation","","MEGA Life and affiliated companies agreed to pay $20 million to a group of state insurance regulators to resolve issues relating to disclosure, claims handling and other matters.","state","agency action","Multistate Financial  Regulators Case","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={BEFE1ECD-E53A-49A8-B255-1C31D8A36504}",""
"United HealthCare","UnitedHealth Group","$20,000,000","$0","$20,000,000","2007","20070906","consumer-protection-related offenses","insurance violation","","United HealthCare agreed to pay up to $20 million to a group of states following an investigation that found many errors in claim processing, such as not applying correct fee schedules and not applying deductibles correctly. Also, the company frequently violated prompt payment rules. And because of poor controls and oversight, the company was generally unable to correct problems when they were brought to its attention by state regulators.","state","agency action","Multistate Financial  Regulators Case","civil","","","","","","","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","COMMISSIONER VOSS LEADER IN HISTORIC $20 MILLION SETTLEMENT, US States News, September 6, 2007 (via Nexis).",""
"United Behavioral Health","UnitedHealth Group","$25,000","$0","$25,000","2020","20200622","consumer-protection-related offenses","insurance violation","","","state","agency action","Connecticut Insurance Department","civil","","","","","","Connecticut","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.catalog.state.ct.us/cid/portalApps/images/reports/10742430.pdf",""
"United Healthcare of New England Inc.","UnitedHealth Group","$3,200,000","$0","$3,200,000","2020","20200319","consumer-protection-related offenses","insurance violation","","mental health and substance abuse regulations","state","agency action","Rhode Island Office of the Health Insurance Commissioner","civil","","","","","","Rhode Island","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","http://www.ohic.ri.gov/documents/2020/March/United/UHC%20MCE_033020_WEBSITE.pdf",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$150,000","$0","$150,000","2020","20200710","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20206390.pdf",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$5,000","$0","$5,000","2020","20200723","consumer-protection-related offenses","insurance violation","","","state","agency action","Utah Insurance Department","civil","","","","","","Utah","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.utah.gov/wp-content/uploads/4235Order.pdf",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$5,000","$0","$5,000","2020","20200723","consumer-protection-related offenses","insurance violation","","","state","agency action","Utah Insurance Department","civil","","","","","","Utah","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.utah.gov/wp-content/uploads/4234Order.pdf",""
"UnitedHealthcare Insurance Co.","UnitedHealth Group","$10,000","$0","$10,000","2020","20200803","consumer-protection-related offenses","insurance violation","","$10,000 fine levied for providing spousal discounts to 194 Washington State residents with Medicare Supplement plans when their spouse held an indemnity policy.","state","agency action","Washington State Office of the Insurance Commissioner","civil","","","","","","Washington","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://fortress.wa.gov/oic/consumertoolkit/Orders/OrderProfile.aspx?OrderNumber=Cw1p8fY%2feqO3RRV0WWbojg%253D%253D",""
"UHC of California","UnitedHealth Group","$10,000","$0","$10,000","2020","20200505","consumer-protection-related offenses","insurance violation","","","state","agency action","California Department of Managed Health Care","civil","","","","","","California","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://wpso.dmhc.ca.gov/enfactions/actionSearch.aspx",""
"UnitedHealthcare Community Plan of Texas, LLC","UnitedHealth Group","$100,000","$0","$100,000","2020","20200925","consumer-protection-related offenses","insurance violation","","","state","agency action","Texas Department of Insurance","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.tdi.texas.gov/commissioner/disciplinary-orders/documents/20206482.pdf",""
"UnitedHealthcare of Utah Inc.","UnitedHealth Group","$78,000","$0","$78,000","2020","20201113","consumer-protection-related offenses","insurance violation","","","state","agency action","Utah Insurance Department","civil","","","","","","Texas","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.utah.gov/wp-content/uploads/4267Order.pdf",""
"NaviHealth, Inc.","UnitedHealth Group","$4,690,000","$0","$4,690,000","2020","20200921","employment-related offenses","wage and hour violation","","","federal","private litigation","","civil","","Middle District of Tennessee","3:19cv119","Barbee et al v. Navihealth, Inc.","settlement","","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.law360.com/articles/1272014/navihealth-strikes-4-7m-deal-to-end-nurses-ot-suit",""
"Oxford Health Insurance, Incorporated","UnitedHealth Group","$575,000","$0","$575,000","2021","20210126","consumer-protection-related offenses","insurance violation","","","state","agency action","Connecticut Insurance Department","civil","","","","","","Connecticut","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.catalog.state.ct.us/cid/portalApps/images/reports/10795284.pdf",""
"Oxford Health Plans, LLC","UnitedHealth Group","$7,000","$0","$7,000","2020","20201208","consumer-protection-related offenses","insurance violation","","","state","agency action","Connecticut Insurance Department","civil","","","","","","Connecticut","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.catalog.state.ct.us/cid/portalApps/images/reports/10785066.pdf",""
"GOLDEN RULE INSURANCE COMPANY","UnitedHealth Group","$5,000","$0","$5,000","2021","20210513","consumer-protection-related offenses","insurance violation","","","state","agency action","Missouri Department of Insurance","civil","","","","","","Missouri","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://insurance.mo.gov/Contribute%20Documents/GRIC521.pdf",""
"UnitedHealthcare Insurance Company of New York","UnitedHealth Group","$750,000","$0","$750,000","2020","20200729","consumer-protection-related offenses","insurance violation","","","state","agency action","New York Department of Financial Services","civil","","","","","","New York","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://www.dfs.ny.gov/system/files/documents/2021/04/da20210429.pdf",""
"UnitedHealthcare Insurance Company","UnitedHealth Group","$10,000","$0","$10,000","2021","20210401","consumer-protection-related offenses","insurance violation","","","state","agency action","Oregon Division of Financial Regulation","civil","","","","","","Oregon","","","","","","USA","Minnesota","publicly traded","UNH","healthcare services","insurance; managed care","https://dfr.oregon.gov/AdminOrders/enf-orders-2021/ins-21-0007-UnitedHealthcare-20210401.pdf",""
